config,model,encoder,scaler,selector,accuracy,precision,recall,f1,best_params,auc_roc
RandomForest_onehot_standard_none,RandomForest,onehot,standard,none,0.9772888573456352,0.9791851697069135,0.9772888573456352,0.9777634198900005,"{'classifier__n_estimators': 250, 'classifier__max_depth': 20, 'classifier__min_samples_split': 12, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': -1}",0.9975068703782978
RandomForest_onehot_minmax_none,RandomForest,onehot,minmax,none,0.9638041163946061,0.9673698601695797,0.9638041163946061,0.9646570308883883,"{'classifier__n_estimators': 250, 'classifier__max_depth': 20, 'classifier__min_samples_split': 12, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': -1}",0.9971320806519417
LightGBM_target_none_mutual_info,LightGBM,target,none,mutual_info,0.8857345635202271,0.9587374812711931,0.8857345635202271,0.90354535227619,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__num_leaves': 152, 'classifier__max_depth': 8, 'classifier__min_child_samples': 21, 'classifier__subsample': 0.662397808134481, 'classifier__colsample_bytree': 0.6232334448672797, 'classifier__reg_alpha': 0.08499808989182997, 'classifier__reg_lambda': 0.0006440507553993703, 'classifier__class_weight': 'balanced', 'classifier__objective': 'multiclass', 'classifier__metric': 'multi_logloss', 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.9956390747549005
LightGBM_target_none_none,LightGBM,target,none,none,0.8857345635202271,0.9587374812711931,0.8857345635202271,0.90354535227619,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__num_leaves': 152, 'classifier__max_depth': 8, 'classifier__min_child_samples': 21, 'classifier__subsample': 0.662397808134481, 'classifier__colsample_bytree': 0.6232334448672797, 'classifier__reg_alpha': 0.08499808989182997, 'classifier__reg_lambda': 0.0006440507553993703, 'classifier__class_weight': 'balanced', 'classifier__objective': 'multiclass', 'classifier__metric': 'multi_logloss', 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.9956390747549005
LightGBM_target_minmax_mutual_info,LightGBM,target,minmax,mutual_info,0.8857345635202271,0.9587374812711931,0.8857345635202271,0.90354535227619,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__num_leaves': 152, 'classifier__max_depth': 8, 'classifier__min_child_samples': 21, 'classifier__subsample': 0.662397808134481, 'classifier__colsample_bytree': 0.6232334448672797, 'classifier__reg_alpha': 0.08499808989182997, 'classifier__reg_lambda': 0.0006440507553993703, 'classifier__class_weight': 'balanced', 'classifier__objective': 'multiclass', 'classifier__metric': 'multi_logloss', 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.9956235744836457
LightGBM_target_minmax_none,LightGBM,target,minmax,none,0.8857345635202271,0.9587374812711931,0.8857345635202271,0.90354535227619,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__num_leaves': 152, 'classifier__max_depth': 8, 'classifier__min_child_samples': 21, 'classifier__subsample': 0.662397808134481, 'classifier__colsample_bytree': 0.6232334448672797, 'classifier__reg_alpha': 0.08499808989182997, 'classifier__reg_lambda': 0.0006440507553993703, 'classifier__class_weight': 'balanced', 'classifier__objective': 'multiclass', 'classifier__metric': 'multi_logloss', 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.9956235744836457
LogisticRegression_target_minmax_variance,LogisticRegression,target,minmax,variance,0.9212207239176721,0.9645103261213275,0.9212207239176721,0.9336826112814129,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.9943794521622049
LogisticRegression_target_minmax_none,LogisticRegression,target,minmax,none,0.9212207239176721,0.9645103261213275,0.9212207239176721,0.9336826112814129,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.9943210423668373
LogisticRegression_target_minmax_mutual_info,LogisticRegression,target,minmax,mutual_info,0.9212207239176721,0.9645103261213275,0.9212207239176721,0.9336826112814129,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.9943210423668373
LogisticRegression_onehot_minmax_variance,LogisticRegression,onehot,minmax,variance,0.9254790631653655,0.9654009936124911,0.9254790631653655,0.9369166910504673,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.9923100933872635
LogisticRegression_onehot_minmax_mutual_info,LogisticRegression,onehot,minmax,mutual_info,0.9283179559971612,0.9652151195135424,0.9283179559971612,0.9389618431299476,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.9920399159409569
LogisticRegression_onehot_minmax_none,LogisticRegression,onehot,minmax,none,0.9283179559971612,0.9652151195135424,0.9283179559971612,0.9389618431299476,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.9920399159409569
LightGBM_catboost_minmax_variance,LightGBM,catboost,minmax,variance,0.8353442157558553,0.8367228826961033,0.8353442157558553,0.835649183336513,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__num_leaves': 152, 'classifier__max_depth': 8, 'classifier__min_child_samples': 21, 'classifier__subsample': 0.662397808134481, 'classifier__colsample_bytree': 0.6232334448672797, 'classifier__reg_alpha': 0.08499808989182997, 'classifier__reg_lambda': 0.0006440507553993703, 'classifier__class_weight': 'balanced', 'classifier__objective': 'multiclass', 'classifier__metric': 'multi_logloss', 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.9498436530631847
LightGBM_catboost_none_variance,LightGBM,catboost,none,variance,0.836763662171753,0.8405568953808791,0.836763662171753,0.8370868565247739,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__num_leaves': 152, 'classifier__max_depth': 8, 'classifier__min_child_samples': 21, 'classifier__subsample': 0.662397808134481, 'classifier__colsample_bytree': 0.6232334448672797, 'classifier__reg_alpha': 0.08499808989182997, 'classifier__reg_lambda': 0.0006440507553993703, 'classifier__class_weight': 'balanced', 'classifier__objective': 'multiclass', 'classifier__metric': 'multi_logloss', 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.9493371701342234
XGBoost_catboost_none_variance,XGBoost,catboost,none,variance,0.8346344925479063,0.8343866290334812,0.8346344925479063,0.8322529986280571,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__max_depth': 8, 'classifier__subsample': 0.8394633936788146, 'classifier__colsample_bytree': 0.6624074561769746, 'classifier__reg_alpha': 1.7699302940633311e-07, 'classifier__reg_lambda': 2.9152036385288193e-08, 'classifier__gamma': 0.08499808989182997, 'classifier__use_label_encoder': False, 'classifier__eval_metric': 'mlogloss', 'classifier__objective': 'multi:softprob', 'classifier__scale_pos_weight': 1, 'classifier__tree_method': 'hist', 'classifier__random_state': 42}",0.9487822483006303
XGBoost_catboost_minmax_variance,XGBoost,catboost,minmax,variance,0.8346344925479063,0.8343866290334812,0.8346344925479063,0.8322529986280571,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__max_depth': 8, 'classifier__subsample': 0.8394633936788146, 'classifier__colsample_bytree': 0.6624074561769746, 'classifier__reg_alpha': 1.7699302940633311e-07, 'classifier__reg_lambda': 2.9152036385288193e-08, 'classifier__gamma': 0.08499808989182997, 'classifier__use_label_encoder': False, 'classifier__eval_metric': 'mlogloss', 'classifier__objective': 'multi:softprob', 'classifier__scale_pos_weight': 1, 'classifier__tree_method': 'hist', 'classifier__random_state': 42}",0.9487822483006303
XGBoost_catboost_standard_variance,XGBoost,catboost,standard,variance,0.8346344925479063,0.8343866290334812,0.8346344925479063,0.8322529986280571,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__max_depth': 8, 'classifier__subsample': 0.8394633936788146, 'classifier__colsample_bytree': 0.6624074561769746, 'classifier__reg_alpha': 1.7699302940633311e-07, 'classifier__reg_lambda': 2.9152036385288193e-08, 'classifier__gamma': 0.08499808989182997, 'classifier__use_label_encoder': False, 'classifier__eval_metric': 'mlogloss', 'classifier__objective': 'multi:softprob', 'classifier__scale_pos_weight': 1, 'classifier__tree_method': 'hist', 'classifier__random_state': 42}",0.9487822483006303
LightGBM_catboost_standard_variance,LightGBM,catboost,standard,variance,0.836763662171753,0.8373132793998657,0.836763662171753,0.8364949357236877,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__num_leaves': 152, 'classifier__max_depth': 8, 'classifier__min_child_samples': 21, 'classifier__subsample': 0.662397808134481, 'classifier__colsample_bytree': 0.6232334448672797, 'classifier__reg_alpha': 0.08499808989182997, 'classifier__reg_lambda': 0.0006440507553993703, 'classifier__class_weight': 'balanced', 'classifier__objective': 'multiclass', 'classifier__metric': 'multi_logloss', 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.9480228522440054
XGBoost_catboost_none_none,XGBoost,catboost,none,none,0.8388928317955997,0.8425978925120583,0.8388928317955997,0.8379037348333952,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__max_depth': 8, 'classifier__subsample': 0.8394633936788146, 'classifier__colsample_bytree': 0.6624074561769746, 'classifier__reg_alpha': 1.7699302940633311e-07, 'classifier__reg_lambda': 2.9152036385288193e-08, 'classifier__gamma': 0.08499808989182997, 'classifier__use_label_encoder': False, 'classifier__eval_metric': 'mlogloss', 'classifier__objective': 'multi:softprob', 'classifier__scale_pos_weight': 1, 'classifier__tree_method': 'hist', 'classifier__random_state': 42}",0.9474992137495116
XGBoost_catboost_standard_none,XGBoost,catboost,standard,none,0.8388928317955997,0.8425978925120583,0.8388928317955997,0.8379037348333952,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__max_depth': 8, 'classifier__subsample': 0.8394633936788146, 'classifier__colsample_bytree': 0.6624074561769746, 'classifier__reg_alpha': 1.7699302940633311e-07, 'classifier__reg_lambda': 2.9152036385288193e-08, 'classifier__gamma': 0.08499808989182997, 'classifier__use_label_encoder': False, 'classifier__eval_metric': 'mlogloss', 'classifier__objective': 'multi:softprob', 'classifier__scale_pos_weight': 1, 'classifier__tree_method': 'hist', 'classifier__random_state': 42}",0.9474992137495116
XGBoost_catboost_minmax_mutual_info,XGBoost,catboost,minmax,mutual_info,0.8388928317955997,0.8425978925120583,0.8388928317955997,0.8379037348333952,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__max_depth': 8, 'classifier__subsample': 0.8394633936788146, 'classifier__colsample_bytree': 0.6624074561769746, 'classifier__reg_alpha': 1.7699302940633311e-07, 'classifier__reg_lambda': 2.9152036385288193e-08, 'classifier__gamma': 0.08499808989182997, 'classifier__use_label_encoder': False, 'classifier__eval_metric': 'mlogloss', 'classifier__objective': 'multi:softprob', 'classifier__scale_pos_weight': 1, 'classifier__tree_method': 'hist', 'classifier__random_state': 42}",0.9474992137495116
XGBoost_catboost_none_mutual_info,XGBoost,catboost,none,mutual_info,0.8388928317955997,0.8425978925120583,0.8388928317955997,0.8379037348333952,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__max_depth': 8, 'classifier__subsample': 0.8394633936788146, 'classifier__colsample_bytree': 0.6624074561769746, 'classifier__reg_alpha': 1.7699302940633311e-07, 'classifier__reg_lambda': 2.9152036385288193e-08, 'classifier__gamma': 0.08499808989182997, 'classifier__use_label_encoder': False, 'classifier__eval_metric': 'mlogloss', 'classifier__objective': 'multi:softprob', 'classifier__scale_pos_weight': 1, 'classifier__tree_method': 'hist', 'classifier__random_state': 42}",0.9474992137495116
XGBoost_catboost_standard_mutual_info,XGBoost,catboost,standard,mutual_info,0.8388928317955997,0.8425978925120583,0.8388928317955997,0.8379037348333952,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__max_depth': 8, 'classifier__subsample': 0.8394633936788146, 'classifier__colsample_bytree': 0.6624074561769746, 'classifier__reg_alpha': 1.7699302940633311e-07, 'classifier__reg_lambda': 2.9152036385288193e-08, 'classifier__gamma': 0.08499808989182997, 'classifier__use_label_encoder': False, 'classifier__eval_metric': 'mlogloss', 'classifier__objective': 'multi:softprob', 'classifier__scale_pos_weight': 1, 'classifier__tree_method': 'hist', 'classifier__random_state': 42}",0.9474992137495116
XGBoost_catboost_minmax_none,XGBoost,catboost,minmax,none,0.8388928317955997,0.8425978925120583,0.8388928317955997,0.8379037348333952,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__max_depth': 8, 'classifier__subsample': 0.8394633936788146, 'classifier__colsample_bytree': 0.6624074561769746, 'classifier__reg_alpha': 1.7699302940633311e-07, 'classifier__reg_lambda': 2.9152036385288193e-08, 'classifier__gamma': 0.08499808989182997, 'classifier__use_label_encoder': False, 'classifier__eval_metric': 'mlogloss', 'classifier__objective': 'multi:softprob', 'classifier__scale_pos_weight': 1, 'classifier__tree_method': 'hist', 'classifier__random_state': 42}",0.9474992137495116
LightGBM_catboost_none_none,LightGBM,catboost,none,none,0.8424414478353442,0.8442117385367209,0.8424414478353442,0.8425389951391813,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__num_leaves': 152, 'classifier__max_depth': 8, 'classifier__min_child_samples': 21, 'classifier__subsample': 0.662397808134481, 'classifier__colsample_bytree': 0.6232334448672797, 'classifier__reg_alpha': 0.08499808989182997, 'classifier__reg_lambda': 0.0006440507553993703, 'classifier__class_weight': 'balanced', 'classifier__objective': 'multiclass', 'classifier__metric': 'multi_logloss', 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.947344632709661
LightGBM_catboost_none_mutual_info,LightGBM,catboost,none,mutual_info,0.8424414478353442,0.8442117385367209,0.8424414478353442,0.8425389951391813,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__num_leaves': 152, 'classifier__max_depth': 8, 'classifier__min_child_samples': 21, 'classifier__subsample': 0.662397808134481, 'classifier__colsample_bytree': 0.6232334448672797, 'classifier__reg_alpha': 0.08499808989182997, 'classifier__reg_lambda': 0.0006440507553993703, 'classifier__class_weight': 'balanced', 'classifier__objective': 'multiclass', 'classifier__metric': 'multi_logloss', 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.947344632709661
LightGBM_catboost_minmax_none,LightGBM,catboost,minmax,none,0.8310858765081618,0.8343502630628388,0.8310858765081618,0.8312578611019575,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__num_leaves': 152, 'classifier__max_depth': 8, 'classifier__min_child_samples': 21, 'classifier__subsample': 0.662397808134481, 'classifier__colsample_bytree': 0.6232334448672797, 'classifier__reg_alpha': 0.08499808989182997, 'classifier__reg_lambda': 0.0006440507553993703, 'classifier__class_weight': 'balanced', 'classifier__objective': 'multiclass', 'classifier__metric': 'multi_logloss', 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.9459698649309732
LightGBM_catboost_minmax_mutual_info,LightGBM,catboost,minmax,mutual_info,0.8310858765081618,0.8343502630628388,0.8310858765081618,0.8312578611019575,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__num_leaves': 152, 'classifier__max_depth': 8, 'classifier__min_child_samples': 21, 'classifier__subsample': 0.662397808134481, 'classifier__colsample_bytree': 0.6232334448672797, 'classifier__reg_alpha': 0.08499808989182997, 'classifier__reg_lambda': 0.0006440507553993703, 'classifier__class_weight': 'balanced', 'classifier__objective': 'multiclass', 'classifier__metric': 'multi_logloss', 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.9459698649309732
LightGBM_catboost_standard_none,LightGBM,catboost,standard,none,0.829666430092264,0.8360899155041153,0.829666430092264,0.8310065289318709,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__num_leaves': 152, 'classifier__max_depth': 8, 'classifier__min_child_samples': 21, 'classifier__subsample': 0.662397808134481, 'classifier__colsample_bytree': 0.6232334448672797, 'classifier__reg_alpha': 0.08499808989182997, 'classifier__reg_lambda': 0.0006440507553993703, 'classifier__class_weight': 'balanced', 'classifier__objective': 'multiclass', 'classifier__metric': 'multi_logloss', 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.9457851096108875
LightGBM_catboost_standard_mutual_info,LightGBM,catboost,standard,mutual_info,0.829666430092264,0.8360899155041153,0.829666430092264,0.8310065289318709,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__num_leaves': 152, 'classifier__max_depth': 8, 'classifier__min_child_samples': 21, 'classifier__subsample': 0.662397808134481, 'classifier__colsample_bytree': 0.6232334448672797, 'classifier__reg_alpha': 0.08499808989182997, 'classifier__reg_lambda': 0.0006440507553993703, 'classifier__class_weight': 'balanced', 'classifier__objective': 'multiclass', 'classifier__metric': 'multi_logloss', 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.9457851096108875
RandomForest_catboost_minmax_variance,RandomForest,catboost,minmax,variance,0.8360539389638041,0.8323606551238782,0.8360539389638041,0.8338284015361955,"{'classifier__n_estimators': 250, 'classifier__max_depth': 20, 'classifier__min_samples_split': 12, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': -1}",0.9444834070263434
RandomForest_catboost_standard_variance,RandomForest,catboost,standard,variance,0.8388928317955997,0.8348696066908942,0.8388928317955997,0.8363600043464102,"{'classifier__n_estimators': 250, 'classifier__max_depth': 20, 'classifier__min_samples_split': 12, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': -1}",0.9436548993651109
RandomForest_catboost_minmax_none,RandomForest,catboost,minmax,none,0.8381831085876508,0.835781597356875,0.8381831085876508,0.8366999927796835,"{'classifier__n_estimators': 250, 'classifier__max_depth': 20, 'classifier__min_samples_split': 12, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': -1}",0.9431680270795907
RandomForest_catboost_none_variance,RandomForest,catboost,none,variance,0.8410220014194464,0.8377356493635392,0.8410220014194464,0.8390077721459192,"{'classifier__n_estimators': 250, 'classifier__max_depth': 20, 'classifier__min_samples_split': 12, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': -1}",0.9427483046669373
RandomForest_catboost_minmax_mutual_info,RandomForest,catboost,minmax,mutual_info,0.8424414478353442,0.8389805180804947,0.8424414478353442,0.840244710103058,"{'classifier__n_estimators': 250, 'classifier__max_depth': 20, 'classifier__min_samples_split': 12, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': -1}",0.9427294702829747
RandomForest_catboost_none_mutual_info,RandomForest,catboost,none,mutual_info,0.8325053229240597,0.8281809181168731,0.8325053229240597,0.8297970923786645,"{'classifier__n_estimators': 250, 'classifier__max_depth': 20, 'classifier__min_samples_split': 12, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': -1}",0.9426664489654898
RandomForest_catboost_none_none,RandomForest,catboost,none,none,0.8275372604684174,0.8237395111379814,0.8275372604684174,0.8251486961288861,"{'classifier__n_estimators': 250, 'classifier__max_depth': 20, 'classifier__min_samples_split': 12, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': -1}",0.9420057232642366
RandomForest_catboost_standard_mutual_info,RandomForest,catboost,standard,mutual_info,0.837473385379702,0.8335063869664338,0.837473385379702,0.8347608138830527,"{'classifier__n_estimators': 250, 'classifier__max_depth': 20, 'classifier__min_samples_split': 12, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': -1}",0.941487727267782
RandomForest_catboost_standard_none,RandomForest,catboost,standard,none,0.8317955997161107,0.8282096688483654,0.8317955997161107,0.8295666077468415,"{'classifier__n_estimators': 250, 'classifier__max_depth': 20, 'classifier__min_samples_split': 12, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': -1}",0.9413029291211724
XGBoost_target_none_variance,XGBoost,target,none,variance,0.9070262597586941,0.9618891425136988,0.9070262597586941,0.9177290278296291,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__max_depth': 8, 'classifier__subsample': 0.8394633936788146, 'classifier__colsample_bytree': 0.6624074561769746, 'classifier__reg_alpha': 1.7699302940633311e-07, 'classifier__reg_lambda': 2.9152036385288193e-08, 'classifier__gamma': 0.08499808989182997, 'classifier__use_label_encoder': False, 'classifier__eval_metric': 'mlogloss', 'classifier__objective': 'multi:softprob', 'classifier__scale_pos_weight': 1, 'classifier__tree_method': 'hist', 'classifier__random_state': 42}",0.918468573200031
XGBoost_target_standard_variance,XGBoost,target,standard,variance,0.9070262597586941,0.9618891425136988,0.9070262597586941,0.9177290278296291,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__max_depth': 8, 'classifier__subsample': 0.8394633936788146, 'classifier__colsample_bytree': 0.6624074561769746, 'classifier__reg_alpha': 1.7699302940633311e-07, 'classifier__reg_lambda': 2.9152036385288193e-08, 'classifier__gamma': 0.08499808989182997, 'classifier__use_label_encoder': False, 'classifier__eval_metric': 'mlogloss', 'classifier__objective': 'multi:softprob', 'classifier__scale_pos_weight': 1, 'classifier__tree_method': 'hist', 'classifier__random_state': 42}",0.918468573200031
XGBoost_target_minmax_variance,XGBoost,target,minmax,variance,0.9070262597586941,0.9618891425136988,0.9070262597586941,0.9177290278296291,"{'classifier__n_estimators': 437, 'classifier__learning_rate': 0.2536999076681772, 'classifier__max_depth': 8, 'classifier__subsample': 0.8394633936788146, 'classifier__colsample_bytree': 0.6624074561769746, 'classifier__reg_alpha': 1.7699302940633311e-07, 'classifier__reg_lambda': 2.9152036385288193e-08, 'classifier__gamma': 0.08499808989182997, 'classifier__use_label_encoder': False, 'classifier__eval_metric': 'mlogloss', 'classifier__objective': 'multi:softprob', 'classifier__scale_pos_weight': 1, 'classifier__tree_method': 'hist', 'classifier__random_state': 42}",0.918468573200031
LogisticRegression_catboost_standard_mutual_info,LogisticRegression,catboost,standard,mutual_info,0.7395315826827538,0.8061753275175352,0.7395315826827538,0.7587599136767526,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.915428382601363
LogisticRegression_catboost_standard_none,LogisticRegression,catboost,standard,none,0.7395315826827538,0.8061753275175352,0.7395315826827538,0.7587599136767526,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.915428382601363
LogisticRegression_catboost_standard_variance,LogisticRegression,catboost,standard,variance,0.7388218594748048,0.8060126775128373,0.7388218594748048,0.7581924451306955,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.9153238568448526
LogisticRegression_catboost_minmax_variance,LogisticRegression,catboost,minmax,variance,0.7267565649396736,0.8101302531385784,0.7267565649396736,0.7515106320180239,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.907048434886347
LogisticRegression_catboost_minmax_none,LogisticRegression,catboost,minmax,none,0.7267565649396736,0.8102138137289988,0.7267565649396736,0.7516369634775019,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.9070107719572725
LogisticRegression_catboost_minmax_mutual_info,LogisticRegression,catboost,minmax,mutual_info,0.7267565649396736,0.8102138137289988,0.7267565649396736,0.7516369634775019,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.9070107719572725
LogisticRegression_target_none_variance,LogisticRegression,target,none,variance,0.7040454222853088,0.7741911546955009,0.7040454222853088,0.7242571882099411,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.8594452336797795
LogisticRegression_target_none_none,LogisticRegression,target,none,none,0.6941092973740242,0.7643111833495565,0.6941092973740242,0.7144128957069003,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.8583471568683393
LogisticRegression_target_none_mutual_info,LogisticRegression,target,none,mutual_info,0.6941092973740242,0.7643111833495565,0.6941092973740242,0.7144128957069003,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.8583471568683393
LogisticRegression_onehot_none_variance,LogisticRegression,onehot,none,variance,0.6955287437899219,0.7658303435156977,0.6955287437899219,0.7154750243724537,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.8564573433787256
LogisticRegression_onehot_none_none,LogisticRegression,onehot,none,none,0.6891412349183819,0.7571564285691045,0.6891412349183819,0.708798160245482,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.8522322709051838
LogisticRegression_onehot_none_mutual_info,LogisticRegression,onehot,none,mutual_info,0.6891412349183819,0.7571564285691045,0.6891412349183819,0.708798160245482,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.8522322709051838
LogisticRegression_catboost_none_mutual_info,LogisticRegression,catboost,none,mutual_info,0.6919801277501775,0.759540076975075,0.6919801277501775,0.7115466876390751,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.8487757926614155
LogisticRegression_catboost_none_none,LogisticRegression,catboost,none,none,0.6919801277501775,0.759540076975075,0.6919801277501775,0.7115466876390751,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.8487757926614155
LogisticRegression_catboost_none_variance,LogisticRegression,catboost,none,variance,0.6841731724627396,0.754324252642271,0.6841731724627396,0.7049805001114591,"{'classifier__C': 0.0745934328572655, 'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__n_jobs': 1}",0.8402955746263063
